crop,crop_norm,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,label,source_dataset
Maize,maize,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,Crop_recommendation1.csv
Maize,maize,60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize,Crop_recommendation1.csv
Maize,maize,71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize,Crop_recommendation1.csv
Maize,maize,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize,Crop_recommendation1.csv
Maize,maize,88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize,Crop_recommendation1.csv
Maize,maize,65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize,Crop_recommendation1.csv
Maize,maize,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,Crop_recommendation1.csv
Maize,maize,78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize,Crop_recommendation1.csv
Maize,maize,92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize,Crop_recommendation1.csv
Maize,maize,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,Crop_recommendation1.csv
Maize,maize,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize,Crop_recommendation1.csv
Maize,maize,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,Crop_recommendation1.csv
Maize,maize,87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize,Crop_recommendation1.csv
Maize,maize,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,Crop_recommendation1.csv
Maize,maize,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,Crop_recommendation1.csv
Maize,maize,67,35,22,23.30546753,63.24648023,6.385684213999999,108.7603001,maize,Crop_recommendation1.csv
Maize,maize,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize,Crop_recommendation1.csv
Maize,maize,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize,Crop_recommendation1.csv
Maize,maize,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize,Crop_recommendation1.csv
Blackgram,blackgram,56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,58,71,15,27.82592799,67.58618829999999,6.919243702,74.01229707,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,21,63,22,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,23,70,15,34.600824700000004,63.11296779,7.403623355,60.41790253,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram,Crop_recommendation1.csv
